GEO_NAME,Immigrants,Non-immigrants,Non-permanent residents
"Whitehorse, City (CY)",1276.0,22715.0,815.0
"Whitehorse, Unorganized, Unorganized (NO)",24.0,215.0,0.0
"Wickham, Municipalité (MÉ)",11.0,2520.0,30.0
Williams Lake,555.0,21160.0,190.0
"Williams Lake, City (CY)",275.0,9585.0,165.0
"Wilmot, Township (TP)",577.0,19035.0,10.0
"Wilton No. 472, Rural municipality (RM)",2.0,1425.0,0.0
Windsor,27614.0,309340.0,9255.0
"Windsor, City (CY)",19356.0,152370.0,7480.0
Winkler,2415.0,23785.0,270.0
"Winkler, City (CY)",1051.0,9775.0,215.0
Winnipeg,63298.0,581540.0,30220.0
"Winnipeg, City (CY)",61426.0,505525.0,30095.0
"Winsloe North, Fire district (FD)",6.0,305.0,0.0
"Witless Bay, Town (T)",4.0,1570.0,0.0
Wood Buffalo,4866.0,57005.0,865.0
"Wood Buffalo, Specialized municipality (SM)",4861.0,55505.0,865.0
Woodstock,1926.0,38855.0,285.0
"Woodstock, City (CY)",1926.0,38855.0,285.0
"Woolwich, Township (TP)",924.0,23140.0,120.0
"Yamachiche, Municipalité (MÉ)",14.0,2710.0,0.0
Yellowknife,976.0,16300.0,345.0
"Yellowknife, City (CY)",976.0,16300.0,345.0
"York, Rural municipality (RM)",6.0,350.0,0.0
Yorkton,685.0,17105.0,345.0
"Yorkton, City (CY)",627.0,13715.0,335.0
"qathet B, Regional district electoral area (RDA)",46.0,1440.0,10.0
"qathet C, Regional district electoral area (RDA)",90.0,1825.0,10.0
